Related article title	Journal	DOI	Data Descriptor title	Data Descriptor DOI	Data Descriptor year	Data Descriptor month
Sudden Clearing of Estuarine Waters upon Crossing the Threshold from Transport to Supply Regulation of Sediment Transport as an Erodible Sediment Pool is Depleted: San Francisco Bay, 1999	Estuaries and Coasts	10.1007/s12237-011-9382-x	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Tackling aquatic invasions: risks and opportunities for the aquarium fish industry	Biological Invasions	10.1007/s10530-008-9292-4	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Teaching Estuarine Hydrology with Online Data	Estuaries and Coasts	10.1007/s12237-009-9192-6	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
The Role of Protistan Microzooplankton in the Upper San Francisco Estuary Planktonic Food Web: Source or Sink?	Estuaries and Coasts	10.1007/s12237-011-9374-x	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Representation of retrieval confidence by single neurons in the human medial temporal lobe	Nature Neuroscience	10.1038/nn.4041	Dataset of human medial temporal lobe single neuron activity during declarative memory encoding and recognition	10.1038/sdata.2018.10	2018	2
Counteracting bone fragility with human amniotic mesenchymal stem cells	Scientific Reports	10.1038/srep39656	Micro-computed tomography reconstructions of tibiae of stem cell transplanted osteogenesis imperfecta mice	10.1038/sdata.2018.100	2018	5
Qualitative and quantitative assessment of 3D-scanned bulk solid heap data	Powder Technology	10.1016/j.powtec.2017.08.009	3D scans, angles of repose and bulk densities of 108 bulk material heaps	10.1038/sdata.2018.102	2018	5
Angle of repose revisited: When is a heap a cone?	EPJ Web of Conferences	10.1051/epjconf/201714002002	3D scans, angles of repose and bulk densities of 108 bulk material heaps	10.1038/sdata.2018.102	2018	5
Genome sequence of the hot pepper provides insights into the evolution of pungency in Capsicum species	Nature Genetics	10.1038/ng.2877	Global gene expression profiling for fruit organs and pathogen infections in the pepper, Capsicum annuum L.	10.1038/sdata.2018.103	2018	6
Genome-wide analysis of Dof transcription factors reveals functional characteristics during development and response to biotic stresses in pepper	Scientific Reports	10.1038/srep33332	Global gene expression profiling for fruit organs and pathogen infections in the pepper, Capsicum annuum L.	10.1038/sdata.2018.103	2018	6
Expansion of sesquiterpene biosynthetic gene clusters in pepper confers nonhost resistance to the Irish potato famine pathogen	New Phytologist	10.1111/nph.14637	Global gene expression profiling for fruit organs and pathogen infections in the pepper, Capsicum annuum L.	10.1038/sdata.2018.103	2018	6
The creation of a brain atlas for image guided neurosurgery using serial histological data	NeuroImage	10.1016/j.neuroimage.2005.09.041	Warping an atlas derived from serial histology to 5 high-resolution MRIs	10.1038/sdata.2018.107	2018	6
Agglomeration bonus: an incentive mechanism to reunite fragmented habitat for biodiversity conservation	Ecological Economics	10.1016/S0921-8009(02)00036-8	Smart subsidies for catchment conservation in Malawi	10.1038/sdata.2018.113	2018	7
Smart Subsidies for Conservation	American Journal of Agricultural Economics	10.1111/j.1467-8276.2008.01203.x	Smart subsidies for catchment conservation in Malawi	10.1038/sdata.2018.113	2018	7
Do As They Did: Peer Effects Explain Adoption of Conservation Agriculture in Malawi	Water	10.3390/w10010051	Smart subsidies for catchment conservation in Malawi	10.1038/sdata.2018.113	2018	7
A major lineage of non-tailed dsDNA viruses as unrecognized killers of marine bacteria	Nature	10.1038/nature25474	Viruses of the Nahant Collection, characterization of 251 marine Vibrionaceae viruses	10.1038/sdata.2018.114	2018	7
Characterization of pseudorabies virus transcriptome by Illumina sequencing	BMC Microbiology	10.1186/s12866-015-0470-0	Transcriptome-wide survey of pseudorabies virus using next- and third-generation sequencing platforms	10.1038/sdata.2018.119	2018	6
Full-Length Isoform Sequencing Reveals Novel Transcripts and Substantial Transcriptional Overlaps in a Herpesvirus	PLOS ONE	10.1371/journal.pone.0162868	Transcriptome-wide survey of pseudorabies virus using next- and third-generation sequencing platforms	10.1038/sdata.2018.119	2018	6
Characterization of the Dynamic Transcriptome of a Herpesvirus with Long-read Single Molecule Real-Time Sequencing	Scientific Reports	10.1038/srep43751	Transcriptome-wide survey of pseudorabies virus using next- and third-generation sequencing platforms	10.1038/sdata.2018.119	2018	6
Multi-Platform Sequencing Approach Reveals a Novel Transcriptome Profile in Pseudorabies Virus	Frontiers in Microbiology	10.3389/fmicb.2017.02708	Transcriptome-wide survey of pseudorabies virus using next- and third-generation sequencing platforms	10.1038/sdata.2018.119	2018	6
Precipitation Measurements from the Tropical Moored Array: A Review and Look Ahead	Quarterly Journal of the Royal Meteorological Society	10.1002/qj.3287	OceanRAIN, a new in-situ shipboard global ocean surface-reference dataset of all water cycle components	10.1038/sdata.2018.122	2018	7
Towards an along-track validation of HOAPS precipitation using OceanRAIN optical disdrometer data over the Atlantic Ocean	Quarterly Journal of the Royal Meteorological Society	10.1002/qj.3248	OceanRAIN, a new in-situ shipboard global ocean surface-reference dataset of all water cycle components	10.1038/sdata.2018.122	2018	7
Neurotransmitter Switching Coupled to β-Adrenergic Signaling in Sympathetic Neurons in Prehypertensive StatesNovelty and Significance	Hypertension	10.1161/HYPERTENSIONAHA.118.10844	Transcriptional profiling of stellate ganglia from normotensive and spontaneously hypertensive rat strains	10.1038/sdata.2018.123	2018	6
RNA Sequencing Reveals Novel Transcripts from Sympathetic Stellate Ganglia During Cardiac Sympathetic Hyperactivity	Scientific Reports	10.1038/s41598-018-26651-7	Transcriptional profiling of stellate ganglia from normotensive and spontaneously hypertensive rat strains	10.1038/sdata.2018.123	2018	6
Counting in the Wild	Computer Vision – ECCV 2016	10.1007/978-3-319-46478-7_30	Time-lapse imagery and volunteer classifications from the Zooniverse Penguin Watch project	10.1038/sdata.2018.124	2018	6
Exploring consumer exposure pathways and patterns of use for chemicals in the environment	Toxicology Reports	10.1016/j.toxrep.2014.12.009	The Chemical and Products Database, a resource for exposure-relevant data on chemicals in consumer products	10.1038/sdata.2018.125	2018	7
High-throughput screening of chemicals as functional substitutes using structure-based classification models	Green Chemistry	10.1039/C6GC02744J	The Chemical and Products Database, a resource for exposure-relevant data on chemicals in consumer products	10.1038/sdata.2018.125	2018	7
Characterization and prediction of chemical functions and weight fractions in consumer products	Toxicology Reports	10.1016/j.toxrep.2016.08.011	The Chemical and Products Database, a resource for exposure-relevant data on chemicals in consumer products	10.1038/sdata.2018.125	2018	7
Development of a consumer product ingredient database for chemical exposure screening and prioritization	Food and Chemical Toxicology	10.1016/j.fct.2013.12.029	The Chemical and Products Database, a resource for exposure-relevant data on chemicals in consumer products	10.1038/sdata.2018.125	2018	7
Consumer product chemical weight fractions from ingredient lists	Journal of Exposure Science and Environmental Epidemiology	10.1038/jes.2017.29	The Chemical and Products Database, a resource for exposure-relevant data on chemicals in consumer products	10.1038/sdata.2018.125	2018	7
HIV-infected T cells are migratory vehicles for viral dissemination	Nature	10.1038/nature11398	Leukocyte Tracking Database, a collection of immune cell tracks from intravital 2-photon microscopy videos	10.1038/sdata.2018.129	2018	7
The Transcription Factor NFAT Exhibits Signal Memory during Serial T Cell Interactions with Antigen-Presenting Cells	Immunity	10.1016/j.immuni.2012.09.012	Leukocyte Tracking Database, a collection of immune cell tracks from intravital 2-photon microscopy videos	10.1038/sdata.2018.129	2018	7
Differentiation of human ESCs to retinal ganglion cells using a CRISPR engineered reporter cell line	Scientific Reports	10.1038/srep16595	Single cell RNA sequencing of stem cell-derived retinal ganglion cells	10.1038/sdata.2018.13	2018	2
Noninvasive EEG correlates of overground and stair walking	2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)	10.1109/EMBC.2016.7592028	Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground	10.1038/sdata.2018.133	2018	7
Electrocortical amplitude modulations of human level-ground, slope, and stair walking	2017 39th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)	10.1109/embc.2017.8037222	Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground	10.1038/sdata.2018.133	2018	7
Electrocortical correlates of human level-ground, slope, and stair walking	PLOS ONE	10.1371/journal.pone.0188500	Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground	10.1038/sdata.2018.133	2018	7
Cortical features of locomotion-mode transitions via non-invasive EEG	2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)	10.1109/SMC.2017.8122988	Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground	10.1038/sdata.2018.133	2018	7
Prediction of EMG envelopes of multiple terrains over-ground walking from EEG signals using an unscented Kalman filter	2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)	10.1109/SMC.2017.8123116	Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground	10.1038/sdata.2018.133	2018	7
Prediction of lower-limb joint kinematics from surface EMG during overground locomotion	2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)	10.1109/SMC.2017.8122861	Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground	10.1038/sdata.2018.133	2018	7
Fire-related traits for plant species of the Mediterranean Basin	Ecology	10.1890/08-1309.1	A functional trait database for Mediterranean Basin plants	10.1038/sdata.2018.135	2018	7
An extracellular matrix-related prognostic and predictive indicator for early-stage non-small cell lung cancer	Nature Communications	10.1038/s41467-017-01430-6	A merged lung cancer transcriptome dataset for clinical predictive modeling	10.1038/sdata.2018.136	2018	7
Developmental temperatures and phenotypic plasticity in reptiles: a systematic review and meta-analysis	Biological Reviews	10.1111/brv.12333	A comprehensive database of thermal developmental plasticity in reptiles	10.1038/sdata.2018.138	2018	7
Climatology and trends of the Adriatic Sea wind waves: analysis of a 37-year long instrumental data set	International Journal of Climatology	10.1002/joc.5066	39 years of directional wave recorded data and relative problems, climatological implications and use	10.1038/sdata.2018.139	2018	7
The mark of vegetation change on Earth’s surface energy balance	Nature Communications	10.1038/s41467-017-02810-8	A dataset mapping the potential biophysical effects of vegetation cover change	10.1038/sdata.2018.14	2018	2
Ageing Changes in the Tensile Properties of Tendons: Influence of Collagen Fibril Volume Fraction	Journal of Biomechanical Engineering	10.1115/1.2898732	Age-related dataset on the mechanical properties and collagen fibril structure of tendons from a murine model	10.1038/sdata.2018.140	2018	7
Bimodal collagen fibril diameter distributions direct age-related variations in tendon resilience and resistance to rupture	Journal of Applied Physiology	10.1152/japplphysiol.00258.2012	Age-related dataset on the mechanical properties and collagen fibril structure of tendons from a murine model	10.1038/sdata.2018.140	2018	7
Cis-regulatory somatic mutations and gene-expression alteration in B-cell lymphomas	Genome Biology	10.1186/s13059-015-0648-7	MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations	10.1038/sdata.2018.141	2018	7
High-Resolution Expression Profiling of Peripheral Blood CD8+ Cells in Patients with Multiple Sclerosis Displays Fingolimod-Induced Immune Cell Redistribution	Molecular Neurobiology	10.1007/s12035-016-0075-0	Microarray data of transcriptome shifts in blood cell subsets during S1P receptor modulator therapy	10.1038/sdata.2018.145	2018	7
Fingolimod alters the transcriptome profile of circulating CD4+ cells in multiple sclerosis	Scientific Reports	10.1038/srep42087	Microarray data of transcriptome shifts in blood cell subsets during S1P receptor modulator therapy	10.1038/sdata.2018.145	2018	7
Transcriptome profiling of peripheral blood immune cell populations in multiple sclerosis patients before and during treatment with a sphingosine-1-phosphate receptor modulator	CNS Neuroscience & Therapeutics	10.1111/cns.12793	Microarray data of transcriptome shifts in blood cell subsets during S1P receptor modulator therapy	10.1038/sdata.2018.145	2018	7
Evolution of gag and gp41 in Patients Receiving Ritonavir-Boosted Protease Inhibitors	Scientific Reports	10.1038/s41598-017-11893-8	Selection analyses of paired HIV-1 gag and gp41 sequences obtained before and after antiretroviral therapy	10.1038/sdata.2018.147	2018	7
Short-term effects of different genetically modified maize varieties on arthropod food web properties: an experimental field assessment	Scientific Reports	10.1038/srep05315	Arthropods dataset from different genetically modified maize events and associated controls	10.1038/sdata.2018.19	2018	2
Rove beetles (Coleoptera Staphylinidae) – Their abundance and competition with other predatory groups in Bt maize expressing Cry34Ab1, Cry35Ab1, Cry1F and CP4 EPSPS proteins	Crop Protection	10.1016/j.cropro.2015.11.001	Arthropods dataset from different genetically modified maize events and associated controls	10.1038/sdata.2018.19	2018	2
Effects of genetically modified maize events expressing Cry34Ab1, Cry35Ab1, Cry1F, and CP4 EPSPS proteins on arthropod complex food webs	Ecology and Evolution	10.1002/ece3.2848	Arthropods dataset from different genetically modified maize events and associated controls	10.1038/sdata.2018.19	2018	2
Circulating miR-323-3p is a biomarker for cardiomyopathy and an indicator of phenotypic variability in Friedreich’s ataxia patients	Scientific Reports	10.1038/s41598-017-04996-9	Small RNA-seq analysis of circulating miRNAs to identify phenotypic variability in Friedreich’s ataxia patients	10.1038/sdata.2018.21	2018	3
Alpine bogs of southern Spain show human-induced environmental change superimposed on long-term natural variations	Scientific Reports	10.1038/s41598-017-07854-w	Holocene geochemical footprint from Semi-arid alpine wetlands in southern Spain	10.1038/sdata.2018.24	2018	2
Saharan aeolian input and effective humidity variations over western Europe during the Holocene from a high altitude record	Chemical Geology	10.1016/j.chemgeo.2014.03.001	Holocene geochemical footprint from Semi-arid alpine wetlands in southern Spain	10.1038/sdata.2018.24	2018	2
Anthropogenic impact and lead pollution throughout the Holocene in Southern Iberia	Science of The Total Environment	10.1016/j.scitotenv.2013.01.081	Holocene geochemical footprint from Semi-arid alpine wetlands in southern Spain	10.1038/sdata.2018.24	2018	2
Holocene environmental change in southern Spain deduced from the isotopic record of a high-elevation wetland in Sierra Nevada	Journal of Paleolimnology	10.1007/s10933-012-9625-2	Holocene geochemical footprint from Semi-arid alpine wetlands in southern Spain	10.1038/sdata.2018.24	2018	2
Vegetation, fire, climate and human disturbance history in the southwestern Mediterranean area during the late Holocene	Quaternary Research	10.1016/j.yqres.2012.11.008	Holocene geochemical footprint from Semi-arid alpine wetlands in southern Spain	10.1038/sdata.2018.24	2018	2
Eastern Pacific Emitted Aerosol Cloud Experiment	Bulletin of the American Meteorological Society	10.1175/Bams-D-12-00015.1	A multi-year data set on aerosol-cloud-precipitation-meteorology interactions for marine stratocumulus clouds	10.1038/sdata.2018.26	2018	2
Stratocumulus Cloud Clearings and Notable Thermodynamic and Aerosol Contrasts across the Clear–Cloudy Interface	Journal of the Atmospheric Sciences	10.1175/Jas-D-15-0137.1	A multi-year data set on aerosol-cloud-precipitation-meteorology interactions for marine stratocumulus clouds	10.1038/sdata.2018.26	2018	2
Contrasting cloud composition between coupled and decoupled marine boundary layer clouds	Journal of Geophysical Research: Atmospheres	10.1002/2016jd025695	A multi-year data set on aerosol-cloud-precipitation-meteorology interactions for marine stratocumulus clouds	10.1038/sdata.2018.26	2018	2
Relationships between giant sea salt particles and clouds inferred from aircraft physicochemical data	Journal of Geophysical Research: Atmospheres	10.1002/2016jd026019	A multi-year data set on aerosol-cloud-precipitation-meteorology interactions for marine stratocumulus clouds	10.1038/sdata.2018.26	2018	2
Observations of Sharp Oxalate Reductions in Stratocumulus Clouds at Variable Altitudes: Organic Acid and Metal Measurements During the 2011 E-PEACE Campaign	Environmental Science & Technology	10.1021/es4012383	A multi-year data set on aerosol-cloud-precipitation-meteorology interactions for marine stratocumulus clouds	10.1038/sdata.2018.26	2018	2
Tracking forest phenology and seasonal physiology using digital repeat photography: a critical assessment	Ecological Applications	10.1890/13-0652.1	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Evaluating remote sensing of deciduous forest phenology at multiple spatial scales using PhenoCam imagery	Biogeosciences	10.5194/bg-11-4305-2014	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Linking near-surface and satellite remote sensing measurements of deciduous broadleaf forest phenology	Remote Sensing of Environment	10.1016/j.rse.2011.10.006	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Daily MODIS 500 m reflectance anisotropy direct broadcast (DB) products for monitoring vegetation phenology dynamics	International Journal of Remote Sensing	10.1080/01431161.2013.803169	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Productivity of North American grasslands is increased under future climate scenarios despite rising aridity	Nature Climate Change	10.1038/nclimate2942	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Multiscale modeling of spring phenology across Deciduous Forests in the Eastern United States	Global Change Biology	10.1111/gcb.13122	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Ecological impacts of a widespread frost event following early spring leaf-out	Global Change Biology	10.1111/j.1365-2486.2012.02712.x	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Greenness indices from digital cameras predict the timing and seasonal dynamics of canopy-scale photosynthesis	Ecological Applications	10.1890/14-0005.1	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Landscape controls on the timing of spring, autumn, and growing season length in mid-Atlantic forests	Global Change Biology	10.1111/j.1365-2486.2011.02521.x	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
An integrated phenology modelling framework in r	Methods in Ecology and Evolution	10.1111/2041-210X.12970	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Digital repeat photography for phenological research in forest ecosystems	Agricultural and Forest Meteorology	10.1016/j.agrformet.2011.09.009	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Use of digital webcam images to track spring green-up in a deciduous broadleaf forest	Oecologia	10.1007/s00442-006-0657-z	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Near-surface remote sensing of spatial and temporal variation in canopy phenology	Ecological Applications	10.1890/08-2022.1	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Season Spotter: Using Citizen Science to Validate and Scale Plant Phenology from Near-Surface Remote Sensing	Remote Sensing	10.3390/rs8090726	Tracking vegetation phenology across diverse North American biomes using PhenoCam imagery	10.1038/sdata.2018.28	2018	3
Evolution of resistance to chytridiomycosis is associated with a robust early immune response	Molecular Ecology	10.1111/MEC.14493	Survival, gene and metabolite responses of Litoria verreauxii alpina frogs to fungal disease chytridiomycosis	10.1038/sdata.2018.33	2018	3
Comparative Analysis of Human Embryonic Stem Cell and Induced Pluripotent Stem Cell-Derived Hepatocyte-Like Cells Reveals Current Drawbacks and Possible Strategies for Improved Differentiation	Stem Cells and Development	10.1089/scd.2010.0361	Human pluripotent stem cell derived HLC transcriptome data enables molecular dissection of hepatogenesis	10.1038/sdata.2018.35	2018	3
Footprint-free human fetal foreskin derived iPSCs: A tool for modeling hepatogenesis associated gene regulatory networks	Scientific Reports	10.1038/s41598-017-06546-9	Human pluripotent stem cell derived HLC transcriptome data enables molecular dissection of hepatogenesis	10.1038/sdata.2018.35	2018	3
Integrating Next-Generation Genomic Sequencing and Mass Spectrometry To Estimate Allele-Specific Protein Abundance in Human Brain	Journal of Proteome Research	10.1021/acs.jproteome.7b00324	Global quantitative analysis of the human brain proteome in Alzheimer’s and Parkinson’s Disease	10.1038/sdata.2018.36	2018	3
Systematic Optimization of Long Gradient Chromatography Mass Spectrometry for Deep Analysis of Brain Proteome	Journal of Proteome Research	10.1021/pr500882h	Global quantitative analysis of the human brain proteome in Alzheimer’s and Parkinson’s Disease	10.1038/sdata.2018.36	2018	3
Surface ruptures following the 30 October 2016 Mw 6.5 Norcia earthquake, central Italy	Journal of Maps	10.1080/17445647.2018.1441756	A database of the coseismic effects following the 30 October 2016 Norcia earthquake in Central Italy	10.1038/sdata.2018.49	2018	3
Characterization of a recently evolved flavonol-phenylacyltransferase gene provides signatures of natural light selection in Brassicaceae	Nature Communications	10.1038/ncomms12399	The natural variance of the Arabidopsis floral secondary metabolites	10.1038/sdata.2018.51	2018	4
Combining genetic diversity, informatics and metabolomics to facilitate annotation of plant gene function	Nature Protocols	10.1038/nprot.2010.82	The natural variance of the Arabidopsis floral secondary metabolites	10.1038/sdata.2018.51	2018	4
Utility of Marine Benthic Associations as a Multivariate Proxy of Paleobathymetry: A Direct Test from Recent Coastal Ecosystems of North Carolina	PLoS ONE	10.1371/journal.pone.0095711	Regional surveys of macrobenthic shelf invertebrate communities in Onslow Bay, North Carolina, U.S.A.	10.1038/sdata.2018.54	2018	4
Surrogate taxa and fossils as reliable proxies of spatial biodiversity patterns in marine benthic communities	Proceedings of the Royal Society B: Biological Sciences	10.1098/rspb.2016.2839	Regional surveys of macrobenthic shelf invertebrate communities in Onslow Bay, North Carolina, U.S.A.	10.1038/sdata.2018.54	2018	4
Mapping the spatio-temporal structure of motor cortical LFP and spiking activities during reach-to-grasp movements	Frontiers in Neural Circuits	10.3389/fncir.2013.00048	Massively parallel recordings in macaque motor cortex during an instructed delayed reach-to-grasp task	10.1038/sdata.2018.55	2018	4
Human influence on climate in the 2014 southern England winter floods and their impacts	Nature Climate Change	10.1038/nclimate2927	Ensemble of European regional climate simulations for the winter of 2013 and 2014 from HadAM3P-RM3P	10.1038/sdata.2018.57	2018	4
Reduced arctic tundra productivity linked with landform and climate change interactions	Scientific Reports	10.1038/s41598-018-20692-8	Tundra landform and vegetation productivity trend maps for the Arctic Coastal Plain of northern Alaska	10.1038/sdata.2018.58	2018	4
Design of the Subpopulations and Intermediate Outcomes in COPD Study (SPIROMICS): Table 1	Thorax	10.1136/thoraxjnl-2013-203897	A prototypic small molecule database for bronchoalveolar lavage-based metabolomics	10.1038/sdata.2018.60	2018	4
Large-scale calculations of gas phase thermochemistry: Enthalpy of formation, standard entropy, and heat capacity	The Journal of Chemical Physics	10.1063/1.4962627	The Alexandria library, a quantum-chemical database of molecular properties for force field development	10.1038/sdata.2018.62	2018	4
In vivo delineation of subdivisions of the human amygdaloid complex in a high-resolution group template	Human Brain Mapping	10.1002/hbm.23289	A high-resolution probabilistic in vivo atlas of human subcortical brain nuclei	10.1038/sdata.2018.63	2018	4
Convergence and pitfalls of density functional perturbation theory phonons calculations from a high-throughput perspective	Computational Materials Science	10.1016/j.commatsci.2017.12.040	High-throughput density-functional perturbation theory phonons for inorganic materials	10.1038/sdata.2018.65	2018	5
Model-based projections of Zika virus infections in childbearing women in the Americas	Nature Microbiology	10.1038/nmicrobiol.2016.126	Spatiotemporal incidence of Zika and associated environmental drivers for the 2015-2016 epidemic in Colombia	10.1038/sdata.2018.73	2018	4
Assessing the population at risk of Zika virus in Asia – is the emergency really over?	BMJ Global Health	10.1136/bmjgh-2017-000309	Spatiotemporal incidence of Zika and associated environmental drivers for the 2015-2016 epidemic in Colombia	10.1038/sdata.2018.73	2018	4
Spread of Zika virus in the Americas	Proceedings of the National Academy of Sciences	10.1073/pnas.1620161114	Spatiotemporal incidence of Zika and associated environmental drivers for the 2015-2016 epidemic in Colombia	10.1038/sdata.2018.73	2018	4
Real-time EEG-based brain-computer interface to a virtual avatar enhances cortical involvement in human treadmill walking	Scientific Reports	10.1038/s41598-017-09187-0	A mobile brain-body imaging dataset recorded during treadmill walking with a brain-computer interface	10.1038/sdata.2018.74	2018	4
Reduced Corneal Nerve Fiber Density in Type 2 Diabetes by Wide-Area Mosaic Analysis	Investigative Opthalmology & Visual Science	10.1167/iovs.17-22257	Wide-field corneal subbasal nerve plexus mosaics in age-controlled healthy and type 2 diabetes populations	10.1038/sdata.2018.75	2018	4
Genomic variation in 3,010 diverse accessions of Asian cultivated rice	Nature	10.1038/s41586-018-0063-9	Novel sequences, structural variations and gene presence variations of Asian cultivated rice	10.1038/sdata.2018.79	2018	5
A Multi-Institutional Comparison of Dynamic Contrast-Enhanced Magnetic Resonance Imaging Parameter Calculations	Scientific Reports	10.1038/s41598-017-11554-w	Dynamic contrast-enhanced magnetic resonance imaging for head and neck cancers	10.1038/sdata.2018.8	2018	2
Impacts of land use on the hydrological response of tropical Andean catchments	Hydrological Processes	10.1002/hyp.10980	High-resolution hydrometeorological data from a network of headwater catchments in the tropical Andes	10.1038/sdata.2018.80	2018	7
Regionalization of land-use impacts on streamflow using a network of paired catchments	Water Resources Research	10.1002/2016WR018596	High-resolution hydrometeorological data from a network of headwater catchments in the tropical Andes	10.1038/sdata.2018.80	2018	7
Comparative Ground Validation of IMERG and TMPA at Variable Spatiotemporal Scales in the Tropical Andes	Journal of Hydrometeorology	10.1175/JHM-D-16-0277.1	High-resolution hydrometeorological data from a network of headwater catchments in the tropical Andes	10.1038/sdata.2018.80	2018	7
Blocking and Randomization to Improve Molecular Biomarker Discovery	Clinical Cancer Research	10.1158/1078-0432.CCR-13-3155	A pair of datasets for microRNA expression profiling to examine the use of careful study design for assigning arrays to samples	10.1038/sdata.2018.84	2018	5
MicroRNA Array Normalization: An Evaluation Using a Randomized Dataset as the Benchmark	PLoS ONE	10.1371/journal.pone.0098879	A pair of datasets for microRNA expression profiling to examine the use of careful study design for assigning arrays to samples	10.1038/sdata.2018.84	2018	5
Study design and data analysis considerations for the discovery of prognostic molecular biomarkers: a case study of progression free survival in advanced serous ovarian cancer	BMC Medical Genomics	10.1186/s12920-016-0187-4	A pair of datasets for microRNA expression profiling to examine the use of careful study design for assigning arrays to samples	10.1038/sdata.2018.84	2018	5
Territoriality by Conservation in the Selous–Niassa Corridor in Tanzania	World Development	10.1016/j.worlddev.2016.09.010	A quasi-experimental study of impacts of Tanzania’s wildlife management areas on rural livelihoods and wealth	10.1038/sdata.2018.87	2018	7
Between dependence and deprivation: The interlocking nature of land alienation in Tanzania	Journal of Agrarian Change	10.1111/joac.12271	A quasi-experimental study of impacts of Tanzania’s wildlife management areas on rural livelihoods and wealth	10.1038/sdata.2018.87	2018	7
Austere conservation: understanding conflicts over resource governance in tanzanian wildlife management areas	Conservation and Society	10.4103/0972-4923.191156	A quasi-experimental study of impacts of Tanzania’s wildlife management areas on rural livelihoods and wealth	10.1038/sdata.2018.87	2018	7
Predictors of elephant poaching in a wildlife crime hotspot: The Ruvuma landscape of southern Tanzania and northern Mozambique	Journal for Nature Conservation	10.1016/j.jnc.2017.11.006	A quasi-experimental study of impacts of Tanzania’s wildlife management areas on rural livelihoods and wealth	10.1038/sdata.2018.87	2018	7
Failure by design? revisiting Tanzania's flagship wildlife management area burunge	Conservation and Society	10.4103/0972-4923.191160	A quasi-experimental study of impacts of Tanzania’s wildlife management areas on rural livelihoods and wealth	10.1038/sdata.2018.87	2018	7
Creating ecotourism territories: Environmentalities in Tanzania’s community-based conservation	Geoforum	10.1016/j.geoforum.2017.04.009	A quasi-experimental study of impacts of Tanzania’s wildlife management areas on rural livelihoods and wealth	10.1038/sdata.2018.87	2018	7
Current models of the marmoset brain	Neuroscience Research	10.1016/j.neures.2015.01.009	The Brain/MINDS 3D digital marmoset brain atlas	10.1038/sdata.2018.9	2018	2
The Asthma Mobile Health Study, a large-scale clinical observational study using ResearchKit	Nature Biotechnology	10.1038/nbt.3826	The asthma mobile health study, smartphone data collected using ResearchKit	10.1038/sdata.2018.96	2018	5
